id,user,count,link
93,新疆财经大学大学生就业创业协会,79,https://weibo.com/u/3059083321?refer_flag=1001030201_
95,新疆师范大学社团联合会,79,https://weibo.com/u/3004537701?refer_flag=1001030201_
103,新疆大学南校区校园广播,79,https://weibo.com/u/2414997164?refer_flag=1001030201_
114,新疆师范大学绿色阳光行动组,79,https://weibo.com/u/3265517673?refer_flag=1001030201_
137,天山公益,79,https://weibo.com/tianshangongyi?refer_flag=1001030201_
143,xjtv在那遥远的地方,79,https://weibo.com/u/1911533875?refer_flag=1001030201_
144,UTV微博之力,79,https://weibo.com/utvwbzl?refer_flag=1001030201_
32,新疆财经大学商务学院团委学生会,78,https://weibo.com/u/2458025170?refer_flag=1001030201_
34,新疆农业大学学生会,78,https://weibo.com/u/3045474370?refer_flag=1001030201_
60,新疆艺术学院-青年志愿者协会,78,https://weibo.com/u/2599449650?refer_flag=1001030201_
87,新疆职业大学校团委,78,https://weibo.com/209322205?refer_flag=1001030201_
90,新疆广播电视报,78,https://weibo.com/ix7t?refer_flag=1001030201_
99,新疆财经大学旅游学院,78,https://weibo.com/u/3005162174?refer_flag=1001030201_
104,新疆卫视非常考验,78,https://weibo.com/u/2782559634?refer_flag=1001030201_
106,新疆财经大学辩论协会,78,https://weibo.com/u/2715140631?refer_flag=1001030201_
112,新疆大学纺织与服装学院分团委,78,https://weibo.com/u/2520275021?refer_flag=1001030201_
126,哈密电视台新闻部,78,https://weibo.com/hmdstxwb?refer_flag=1001030201_
147,XJTV2那哇栏目组,78,https://weibo.com/qarluqnava?refer_flag=1001030201_
154,奎屯百姓与法,78,https://weibo.com/baixingyufa?refer_flag=1001030201_
