id,user,count,link
56,新疆财经大学校学生会权益部,74,https://weibo.com/u/2801218262?refer_flag=1001030201_
72,新疆教育学院,74,https://weibo.com/u/2727937081?refer_flag=1001030201_
80,新疆医科大学研究生会,74,https://weibo.com/xydyjsh?refer_flag=1001030201_
81,新疆大学生命学院分团委,74,https://weibo.com/u/1718963173?refer_flag=1001030201_
88,新疆大学外国语学院分团委,74,https://weibo.com/678582210?refer_flag=1001030201_
98,新疆医科大学中医学院,74,https://weibo.com/u/1994608495?refer_flag=1001030201_
101,新疆农业大学林学与园艺学院,74,https://weibo.com/u/3260232457?refer_flag=1001030201_
109,新疆大学科技学院分团委,74,https://weibo.com/u/3212037530?refer_flag=1001030201_
172,克拉玛依市第七中学,74,https://weibo.com/klmydqzx?refer_flag=1001030201_
17,新疆电视台四套,73,https://weibo.com/xjtv4?refer_flag=1001030201_
52,新疆大学就业与职业发展,73,https://weibo.com/u/2662253513?refer_flag=1001030201_
55,新疆财经大学学生会宣传,73,https://weibo.com/u/3008671424?refer_flag=1001030201_
73,新疆师范大学语言学院,73,https://weibo.com/u/2611938213?refer_flag=1001030201_
87,新疆艺术学院社团联合会,73,https://weibo.com/u/3002267841?refer_flag=1001030201_
90,新疆职业大学校团委,73,https://weibo.com/209322205?refer_flag=1001030201_
110,新疆财经大学辩论协会,73,https://weibo.com/u/2715140631?refer_flag=1001030201_
119,新疆农业大学研究生会,73,https://weibo.com/u/3165230837?refer_flag=1001030201_
134,克州电视台,73,https://weibo.com/u/2825481150?refer_flag=1001030201_
158,奎屯百姓与法,73,https://weibo.com/baixingyufa?refer_flag=1001030201_
8,新疆旅游志,72,https://weibo.com/jlyz?refer_flag=1001030201_
9,新疆财经大学,72,https://weibo.com/u/2343447553?refer_flag=1001030201_
21,新疆手机报,72,https://weibo.com/u/2318294821?refer_flag=1001030201_
24,新疆大学学生会,72,https://weibo.com/xjuxsh?refer_flag=1001030201_
40,新疆农业大学社团联合会,72,https://weibo.com/xndsl?refer_flag=1001030201_
43,XJTV-10新疆体育,72,https://weibo.com/u/2482467952?refer_flag=1001030201_
82,今日新疆,72,https://weibo.com/u/3228088764?refer_flag=1001030201_
103,新疆财经大学旅游学院,72,https://weibo.com/u/3005162174?refer_flag=1001030201_
112,新疆财经大学自行车协会,72,https://weibo.com/u/3927950821?refer_flag=1001030201_
166,新疆师范大学地理科学与旅游学院,72,https://weibo.com/u/3870064426?refer_flag=1001030201_
26,新疆大学微吧,71,https://weibo.com/u/2921243372?refer_flag=1001030201_
32,新疆财经大学知行协会,71,https://weibo.com/u/2488352402?refer_flag=1001030201_
37,新疆财经大学就业服务中心,71,https://weibo.com/317232777?refer_flag=1001030201_
62,新疆艺术学院-青年志愿者协会,71,https://weibo.com/u/2599449650?refer_flag=1001030201_
75,新疆巴州交通广播1077,71,https://weibo.com/94201077?refer_flag=1001030201_
107,新疆大学南校区校园广播,71,https://weibo.com/u/2414997164?refer_flag=1001030201_
120,新疆财经大学金融学院,71,https://weibo.com/u/3214130852?refer_flag=1001030201_
160,新疆师范大学体育学院,71,https://weibo.com/u/3672439140?refer_flag=1001030201_
163,新疆铁道职业技术学院学生会,71,https://weibo.com/u/5541837603?refer_flag=1001030201_
167,托格拉克网--TograkTori,71,https://weibo.com/tograkweb?refer_flag=1001030201_
178,新疆蒙古语广播,71,https://weibo.com/u/2464503123?refer_flag=1001030201_
49,新疆警察学院学生会,70,https://weibo.com/xjjcxyxsh?refer_flag=1001030201_
70,XJTV节目中心,70,https://weibo.com/u/2936670024?refer_flag=1001030201_
105,新疆大学学生社团联合会南校分会,70,https://weibo.com/xjusl?refer_flag=1001030201_
